time_ms,takeoff,urm_is_reliable,air_gps_hour,air_gps_minute,air_gps_second,air_gps_centisecond,air_gps_latitude_deg,air_gps_longitude,air_gps_altitude_m,air_gps_groundspeed_ms,air_gps_heading_deg,filtered_bmp_altitude_m,filtered_urm_altitude_m,filtered_airspeed_ms,air_bmp_pressure_hPa,air_bmp_temperature_deg,air_bmp_altitude_m,air_sdp_differentialPressure_Pa,air_sdp_airspeed_ms,air_AoA_angle_deg,air_AoS_angle_deg,ics_angle,fslg_is_alive,fslg_bno_qw,fslg_bno_qx,fslg_bno_qy,fslg_bno_qz,fslg_bno_roll,fslg_bno_pitch,fslg_bno_yaw,fslg_lsm_roll,fslg_lsm_pitch,fslg_lsm_yaw,fslg_bmp_pressure_hPa,fslg_temperature_deg,fslg_bmp_altitude_m,fslg_bno_accx_mss,fslg_bno_accy_mss,fslg_bno_accz_mss,fslg_lsm_accx_mss,fslg_lsm_accy_mss,fslg_lsm_accz_mss,bno_cal_system,bno_cal_gyro,bno_cal_accel,bno_cal_mag,under_is_alive,under_bmp_pressure_hPa,under_bmp_temperature_deg,under_bmp_altitude_m,under_urm_altitude_m,under_tsd20_altitude_m
5900,112.3839587,20.5272045,5.5684803,-5.116322702,-11.5272045,-13.6641651,-26.48592871,-35.03377111,-43.58161351,-52.12945591,-60.67729831,-69.22514071,-77.77298311,-86.32082552,-92.81013133,-99.29943715,-105.788743,-112.2780488,-118.7673546,-125.2566604,-131.7459662,-138.235272,-144.7245779,-151.2138837,-157.7031895,-164.1924953,-170.6818011,-177.1711069,-183.6604128,-190.1497186,-196.6390244,-203.1283302,-209.617636,-216.1069418,-222.5962477,-229.0855535,-235.5748593,-242.0641651,-248.5534709,-255.0427767,-261.5320826,-268.0213884,-274.5106942,-281,-287.4893058,-293.9786116,-300.4679174,-306.9572233,-313.4465291,-319.9358349,-326.4251407,-332.9144465
5910,112.575985,20.55534709,5.570356473,-5.133208255,-11.55534709,-13.69606004,-26.54033771,-35.10318949,-43.66604128,-52.22889306,-60.79174484,-69.35459662,-77.91744841,-86.48030019,-92.98095685,-99.48161351,-105.9822702,-112.4829268,-118.9835835,-125.4842402,-131.9848968,-138.4855535,-144.9862101,-151.4868668,-157.9875235,-164.4881801,-170.9888368,-177.4894934,-183.9901501,-190.4908068,-196.9914634,-203.4921201,-209.9927767,-216.4934334,-222.9940901,-229.4947467,-235.9954034,-242.49606,-248.9967167,-255.4973734,-261.99803,-268.4986867,-274.9993433,-281.5,-288.0006567,-294.5013133,-301.00197,-307.5026266,-314.0032833,-320.50394,-327.0045966,-333.5052533
5920,112.7680113,20.58348968,5.572232645,-5.150093809,-11.58348968,-13.72795497,-26.59474672,-35.17260788,-43.75046904,-52.32833021,-60.90619137,-69.48405253,-78.0619137,-86.63977486,-93.15178236,-99.66378987,-106.1757974,-112.6878049,-119.1998124,-125.7118199,-132.2238274,-138.7358349,-145.2478424,-151.7598499,-158.2718574,-164.7838649,-171.2958724,-177.8078799,-184.3198874,-190.8318949,-197.3439024,-203.8559099,-210.3679174,-216.879925,-223.3919325,-229.90394,-236.4159475,-242.927955,-249.4399625,-255.95197,-262.4639775,-268.975985,-275.4879925,-282,-288.5120075,-295.024015,-301.5360225,-308.04803,-314.5600375,-321.072045,-327.5840525,-334.09606
5930,112.9600375,20.61163227,5.574108818,-5.166979362,-11.61163227,-13.75984991,-26.64915572,-35.24202627,-43.83489681,-52.42776735,-61.0206379,-69.61350844,-78.20637899,-86.79924953,-93.32260788,-99.84596623,-106.3693246,-112.8926829,-119.4160413,-125.9393996,-132.462758,-138.9861163,-145.5094747,-152.032833,-158.5561914,-165.0795497,-171.6029081,-178.1262664,-184.6496248,-191.1729831,-197.6963415,-204.2196998,-210.7430582,-217.2664165,-223.7897749,-230.3131332,-236.8364916,-243.3598499,-249.8832083,-256.4065666,-262.929925,-269.4532833,-275.9766417,-282.5,-289.0233583,-295.5467167,-302.070075,-308.5934334,-315.1167917,-321.6401501,-328.1635084,-334.6868668
5940,113.1520638,20.63977486,5.575984991,-5.183864916,-11.63977486,-13.79174484,-26.70356473,-35.31144465,-43.91932458,-52.5272045,-61.13508443,-69.74296435,-78.35084428,-86.9587242,-93.4934334,-100.0281426,-106.5628518,-113.097561,-119.6322702,-126.1669794,-132.7016886,-139.2363977,-145.7711069,-152.3058161,-158.8405253,-165.3752345,-171.9099437,-178.4446529,-184.9793621,-191.5140713,-198.0487805,-204.5834897,-211.1181989,-217.6529081,-224.1876173,-230.7223265,-237.2570356,-243.7917448,-250.326454,-256.8611632,-263.3958724,-269.9305816,-276.4652908,-283,-289.5347092,-296.0694184,-302.6041276,-309.1388368,-315.673546,-322.2082552,-328.7429644,-335.2776735
5950,113.3440901,20.66791745,5.577861163,-5.200750469,-11.66791745,-13.82363977,-26.75797373,-35.38086304,-44.00375235,-52.62664165,-61.24953096,-69.87242026,-78.49530957,-87.11819887,-93.66425891,-100.2103189,-106.756379,-113.302439,-119.8484991,-126.3945591,-132.9406191,-139.4866792,-146.0327392,-152.5787992,-159.1248593,-165.6709193,-172.2169794,-178.7630394,-185.3090994,-191.8551595,-198.4012195,-204.9472795,-211.4933396,-218.0393996,-224.5854597,-231.1315197,-237.6775797,-244.2236398,-250.7696998,-257.3157598,-263.8618199,-270.4078799,-276.95394,-283.5,-290.04606,-296.5921201,-303.1381801,-309.6842402,-316.2303002,-322.7763602,-329.3224203,-335.8684803
5960,113.5361163,20.69606004,5.579737336,-5.217636023,-11.69606004,-13.85553471,-26.81238274,-35.45028143,-44.08818011,-52.7260788,-61.36397749,-70.00187617,-78.63977486,-87.27767355,-93.83508443,-100.3924953,-106.9499062,-113.5073171,-120.064728,-126.6221388,-133.1795497,-139.7369606,-146.2943715,-152.8517824,-159.4091932,-165.9666041,-172.524015,-179.0814259,-185.6388368,-192.1962477,-198.7536585,-205.3110694,-211.8684803,-218.4258912,-224.9833021,-231.5407129,-238.0981238,-244.6555347,-251.2129456,-257.7703565,-264.3277674,-270.8851782,-277.4425891,-284,-290.5574109,-297.1148218,-303.6722326,-310.2296435,-316.7870544,-323.3444653,-329.9018762,-336.4592871
5970,113.7281426,20.72420263,5.581613508,-5.234521576,-11.72420263,-13.88742964,-26.86679174,-35.51969981,-44.17260788,-52.82551595,-61.47842402,-70.13133208,-78.78424015,-87.43714822,-94.00590994,-100.5746717,-107.1434334,-113.7121951,-120.2809568,-126.8497186,-133.4184803,-139.987242,-146.5560038,-153.1247655,-159.6935272,-166.2622889,-172.8310507,-179.3998124,-185.9685741,-192.5373358,-199.1060976,-205.6748593,-212.243621,-218.8123827,-225.3811445,-231.9499062,-238.5186679,-245.0874296,-251.6561914,-258.2249531,-264.7937148,-271.3624765,-277.9312383,-284.5,-291.0687617,-297.6375235,-304.2062852,-310.7750469,-317.3438086,-323.9125704,-330.4813321,-337.0500938
5980,113.9201689,20.75234522,5.583489681,-5.251407129,-11.75234522,-13.91932458,-26.92120075,-35.5891182,-44.25703565,-52.9249531,-61.59287054,-70.26078799,-78.92870544,-87.59662289,-94.17673546,-100.756848,-107.3369606,-113.9170732,-120.4971857,-127.0772983,-133.6574109,-140.2375235,-146.817636,-153.3977486,-159.9778612,-166.5579737,-173.1380863,-179.7181989,-186.2983114,-192.878424,-199.4585366,-206.0386492,-212.6187617,-219.1988743,-225.7789869,-232.3590994,-238.939212,-245.5193246,-252.0994371,-258.6795497,-265.2596623,-271.8397749,-278.4198874,-285,-291.5801126,-298.1602251,-304.7403377,-311.3204503,-317.9005629,-324.4806754,-331.060788,-337.6409006
5990,114.1121951,20.7804878,5.585365854,-5.268292683,-11.7804878,-13.95121951,-26.97560976,-35.65853659,-44.34146341,-53.02439024,-61.70731707,-70.3902439,-79.07317073,-87.75609756,-94.34756098,-100.9390244,-107.5304878,-114.1219512,-120.7134146,-127.304878,-133.8963415,-140.4878049,-147.0792683,-153.6707317,-160.2621951,-166.8536585,-173.445122,-180.0365854,-186.6280488,-193.2195122,-199.8109756,-206.402439,-212.9939024,-219.5853659,-226.1768293,-232.7682927,-239.3597561,-245.9512195,-252.5426829,-259.1341463,-265.7256098,-272.3170732,-278.9085366,-285.5,-292.0914634,-298.6829268,-305.2743902,-311.8658537,-318.4573171,-325.0487805,-331.6402439,-338.2317073
6000,114.3042214,20.80863039,5.587242026,-5.285178236,-11.80863039,-13.98311445,-27.03001876,-35.72795497,-44.42589118,-53.12382739,-61.8217636,-70.51969981,-79.21763602,-87.91557223,-94.51838649,-101.1212008,-107.724015,-114.3268293,-120.9296435,-127.5324578,-134.135272,-140.7380863,-147.3409006,-153.9437148,-160.5465291,-167.1493433,-173.7521576,-180.3549719,-186.9577861,-193.5606004,-200.1634146,-206.7662289,-213.3690432,-219.9718574,-226.5746717,-233.1774859,-239.7803002,-246.3831144,-252.9859287,-259.588743,-266.1915572,-272.7943715,-279.3971857,-286,-292.6028143,-299.2056285,-305.8084428,-312.411257,-319.0140713,-325.6168856,-332.2196998,-338.8225141
6010,114.4962477,20.83677298,5.589118199,-5.30206379,-11.83677298,-14.01500938,-27.08442777,-35.79737336,-44.51031895,-53.22326454,-61.93621013,-70.64915572,-79.36210131,-88.0750469,-94.68921201,-101.3033771,-107.9175422,-114.5317073,-121.1458724,-127.7600375,-134.3742026,-140.9883677,-147.6025328,-154.2166979,-160.830863,-167.4450281,-174.0591932,-180.6733583,-187.2875235,-193.9016886,-200.5158537,-207.1300188,-213.7441839,-220.358349,-226.9725141,-233.5866792,-240.2008443,-246.8150094,-253.4291745,-260.0433396,-266.6575047,-273.2716698,-279.8858349,-286.5,-293.1141651,-299.7283302,-306.3424953,-312.9566604,-319.5708255,-326.1849906,-332.7991557,-339.4133208
6020,114.6882739,20.86491557,5.590994371,-5.318949343,-11.86491557,-14.04690432,-27.13883677,-35.86679174,-44.59474672,-53.32270169,-62.05065666,-70.77861163,-79.5065666,-88.23452158,-94.86003752,-101.4855535,-108.1110694,-114.7365854,-121.3621013,-127.9876173,-134.6131332,-141.2386492,-147.8641651,-154.4896811,-161.115197,-167.7407129,-174.3662289,-180.9917448,-187.6172608,-194.2427767,-200.8682927,-207.4938086,-214.1193246,-220.7448405,-227.3703565,-233.9958724,-240.6213884,-247.2469043,-253.8724203,-260.4979362,-267.1234522,-273.7489681,-280.3744841,-287,-293.6255159,-300.2510319,-306.8765478,-313.5020638,-320.1275797,-326.7530957,-333.3786116,-340.0041276
6030,114.8803002,20.89305816,5.592870544,-5.335834897,-11.89305816,-14.07879925,-27.19324578,-35.93621013,-44.67917448,-53.42213884,-62.16510319,-70.90806754,-79.65103189,-88.39399625,-95.03086304,-101.6677298,-108.3045966,-114.9414634,-121.5783302,-128.215197,-134.8520638,-141.4889306,-148.1257974,-154.7626642,-161.399531,-168.0363977,-174.6732645,-181.3101313,-187.9469981,-194.5838649,-201.2207317,-207.8575985,-214.4944653,-221.1313321,-227.7681989,-234.4050657,-241.0419325,-247.6787992,-254.315666,-260.9525328,-267.5893996,-274.2262664,-280.8631332,-287.5,-294.1368668,-300.7737336,-307.4106004,-314.0474672,-320.684334,-327.3212008,-333.9580675,-340.5949343
6040,115.0723265,20.92120075,5.594746717,-5.35272045,-11.92120075,-14.11069418,-27.24765478,-36.00562852,-44.76360225,-53.52157598,-62.27954972,-71.03752345,-79.79549719,-88.55347092,-95.20168856,-101.8499062,-108.4981238,-115.1463415,-121.7945591,-128.4427767,-135.0909944,-141.739212,-148.3874296,-155.0356473,-161.6838649,-168.3320826,-174.9803002,-181.6285178,-188.2767355,-194.9249531,-201.5731707,-208.2213884,-214.869606,-221.5178236,-228.1660413,-234.8142589,-241.4624765,-248.1106942,-254.7589118,-261.4071295,-268.0553471,-274.7035647,-281.3517824,-288,-294.6482176,-301.2964353,-307.9446529,-314.5928705,-321.2410882,-327.8893058,-334.5375235,-341.1857411
6050,115.2643527,20.94934334,5.596622889,-5.369606004,-11.94934334,-14.14258912,-27.30206379,-36.0750469,-44.84803002,-53.62101313,-62.39399625,-71.16697936,-79.93996248,-88.71294559,-95.37251407,-102.0320826,-108.691651,-115.3512195,-122.010788,-128.6703565,-135.329925,-141.9894934,-148.6490619,-155.3086304,-161.9681989,-168.6277674,-175.2873358,-181.9469043,-188.6064728,-195.2660413,-201.9256098,-208.5851782,-215.2447467,-221.9043152,-228.5638837,-235.2234522,-241.8830206,-248.5425891,-255.2021576,-261.8617261,-268.5212946,-275.180863,-281.8404315,-288.5,-295.1595685,-301.819137,-308.4787054,-315.1382739,-321.7978424,-328.4574109,-335.1169794,-341.7765478
6060,115.456379,20.97748593,5.598499062,-5.386491557,-11.97748593,-14.17448405,-27.3564728,-36.14446529,-44.93245779,-53.72045028,-62.50844278,-71.29643527,-80.08442777,-88.87242026,-95.54333959,-102.2142589,-108.8851782,-115.5560976,-122.2270169,-128.8979362,-135.5688555,-142.2397749,-148.9106942,-155.5816135,-162.2525328,-168.9234522,-175.5943715,-182.2652908,-188.9362101,-195.6071295,-202.2780488,-208.9489681,-215.6198874,-222.2908068,-228.9617261,-235.6326454,-242.3035647,-248.9744841,-255.6454034,-262.3163227,-268.987242,-275.6581614,-282.3290807,-289,-295.6709193,-302.3418386,-309.012758,-315.6836773,-322.3545966,-329.0255159,-335.6964353,-342.3673546
6070,115.6484053,21.00562852,5.600375235,-5.403377111,-12.00562852,-14.20637899,-27.4108818,-36.21388368,-45.01688555,-53.81988743,-62.62288931,-71.42589118,-80.22889306,-89.03189493,-95.7141651,-102.3964353,-109.0787054,-115.7609756,-122.4432458,-129.1255159,-135.8077861,-142.4900563,-149.1723265,-155.8545966,-162.5368668,-169.219137,-175.9014071,-182.5836773,-189.2659475,-195.9482176,-202.6304878,-209.312758,-215.9950281,-222.6772983,-229.3595685,-236.0418386,-242.7241088,-249.406379,-256.0886492,-262.7709193,-269.4531895,-276.1354597,-282.8177298,-289.5,-296.1822702,-302.8645403,-309.5468105,-316.2290807,-322.9113508,-329.593621,-336.2758912,-342.9581614
6080,115.8404315,21.03377111,5.602251407,-5.420262664,-12.03377111,-14.23827392,-27.46529081,-36.28330206,-45.10131332,-53.91932458,-62.73733583,-71.55534709,-80.37335835,-89.19136961,-95.88499062,-102.5786116,-109.2722326,-115.9658537,-122.6594747,-129.3530957,-136.0467167,-142.7403377,-149.4339587,-156.1275797,-162.8212008,-169.5148218,-176.2084428,-182.9020638,-189.5956848,-196.2893058,-202.9829268,-209.6765478,-216.3701689,-223.0637899,-229.7574109,-236.4510319,-243.1446529,-249.8382739,-256.5318949,-263.2255159,-269.919137,-276.612758,-283.306379,-290,-296.693621,-303.387242,-310.080863,-316.7744841,-323.4681051,-330.1617261,-336.8553471,-343.5489681
6090,116.0324578,21.0619137,5.60412758,-5.437148218,-12.0619137,-14.27016886,-27.51969981,-36.35272045,-45.18574109,-54.01876173,-62.85178236,-71.684803,-80.51782364,-89.35084428,-96.05581614,-102.760788,-109.4657598,-116.1707317,-122.8757036,-129.5806754,-136.2856473,-142.9906191,-149.695591,-156.4005629,-163.1055347,-169.8105066,-176.5154784,-183.2204503,-189.9254221,-196.630394,-203.3353659,-210.0403377,-216.7453096,-223.4502814,-230.1552533,-236.8602251,-243.565197,-250.2701689,-256.9751407,-263.6801126,-270.3850844,-277.0900563,-283.7950281,-290.5,-297.2049719,-303.9099437,-310.6149156,-317.3198874,-324.0248593,-330.7298311,-337.434803,-344.1397749
6100,116.2244841,21.09005629,5.606003752,-5.454033771,-12.09005629,-14.30206379,-27.57410882,-36.42213884,-45.27016886,-54.11819887,-62.96622889,-71.81425891,-80.66228893,-89.51031895,-96.22664165,-102.9429644,-109.6592871,-116.3756098,-123.0919325,-129.8082552,-136.5245779,-143.2409006,-149.9572233,-156.673546,-163.3898687,-170.1061914,-176.8225141,-183.5388368,-190.2551595,-196.9714822,-203.6878049,-210.4041276,-217.1204503,-223.836773,-230.5530957,-237.2694184,-243.9857411,-250.7020638,-257.4183865,-264.1347092,-270.8510319,-277.5673546,-284.2836773,-291,-297.7163227,-304.4326454,-311.1489681,-317.8652908,-324.5816135,-331.2979362,-338.0142589,-344.7305816
6110,116.4165103,21.11819887,5.607879925,-5.470919325,-12.11819887,-14.33395872,-27.62851782,-36.49155722,-45.35459662,-54.21763602,-63.08067542,-71.94371482,-80.80675422,-89.66979362,-96.39746717,-103.1251407,-109.8528143,-116.5804878,-123.3081614,-130.0358349,-136.7635084,-143.491182,-150.2188555,-156.9465291,-163.6742026,-170.4018762,-177.1295497,-183.8572233,-190.5848968,-197.3125704,-204.0402439,-210.7679174,-217.495591,-224.2232645,-230.9509381,-237.6786116,-244.4062852,-251.1339587,-257.8616323,-264.5893058,-271.3169794,-278.0446529,-284.7723265,-291.5,-298.2276735,-304.9553471,-311.6830206,-318.4106942,-325.1383677,-331.8660413,-338.5937148,-345.3213884
6120,116.6085366,21.14634146,5.609756098,-5.487804878,-12.14634146,-14.36585366,-27.68292683,-36.56097561,-45.43902439,-54.31707317,-63.19512195,-72.07317073,-80.95121951,-89.82926829,-96.56829268,-103.3073171,-110.0463415,-116.7853659,-123.5243902,-130.2634146,-137.002439,-143.7414634,-150.4804878,-157.2195122,-163.9585366,-170.697561,-177.4365854,-184.1756098,-190.9146341,-197.6536585,-204.3926829,-211.1317073,-217.8707317,-224.6097561,-231.3487805,-238.0878049,-244.8268293,-251.5658537,-258.304878,-265.0439024,-271.7829268,-278.5219512,-285.2609756,-292,-298.7390244,-305.4780488,-312.2170732,-318.9560976,-325.695122,-332.4341463,-339.1731707,-345.9121951
6130,116.8005629,21.17448405,5.61163227,-5.504690432,-12.17448405,-14.39774859,-27.73733583,-36.630394,-45.52345216,-54.41651032,-63.30956848,-72.20262664,-81.0956848,-89.98874296,-96.7391182,-103.4894934,-110.2398687,-116.9902439,-123.7406191,-130.4909944,-137.2413696,-143.9917448,-150.7421201,-157.4924953,-164.2428705,-170.9932458,-177.743621,-184.4939962,-191.2443715,-197.9947467,-204.745122,-211.4954972,-218.2458724,-224.9962477,-231.7466229,-238.4969981,-245.2473734,-251.9977486,-258.7481238,-265.4984991,-272.2488743,-278.9992495,-285.7496248,-292.5,-299.2503752,-306.0007505,-312.7511257,-319.5015009,-326.2518762,-333.0022514,-339.7526266,-346.5030019
6140,116.9925891,21.20262664,5.613508443,-5.521575985,-12.20262664,-14.42964353,-27.79174484,-36.69981238,-45.60787992,-54.51594747,-63.42401501,-72.33208255,-81.24015009,-90.14821764,-96.90994371,-103.6716698,-110.4333959,-117.195122,-123.956848,-130.7185741,-137.4803002,-144.2420263,-151.0037523,-157.7654784,-164.5272045,-171.2889306,-178.0506567,-184.8123827,-191.5741088,-198.3358349,-205.097561,-211.8592871,-218.6210131,-225.3827392,-232.1444653,-238.9061914,-245.6679174,-252.4296435,-259.1913696,-265.9530957,-272.7148218,-279.4765478,-286.2382739,-293,-299.7617261,-306.5234522,-313.2851782,-320.0469043,-326.8086304,-333.5703565,-340.3320826,-347.0938086
6150,117.1846154,21.23076923,5.615384615,-5.538461538,-12.23076923,-14.46153846,-27.84615385,-36.76923077,-45.69230769,-54.61538462,-63.53846154,-72.46153846,-81.38461538,-90.30769231,-97.08076923,-103.8538462,-110.6269231,-117.4,-124.1730769,-130.9461538,-137.7192308,-144.4923077,-151.2653846,-158.0384615,-164.8115385,-171.5846154,-178.3576923,-185.1307692,-191.9038462,-198.6769231,-205.45,-212.2230769,-218.9961538,-225.7692308,-232.5423077,-239.3153846,-246.0884615,-252.8615385,-259.6346154,-266.4076923,-273.1807692,-279.9538462,-286.7269231,-293.5,-300.2730769,-307.0461538,-313.8192308,-320.5923077,-327.3653846,-334.1384615,-340.9115385,-347.6846154
6160,117.3766417,21.25891182,5.617260788,-5.555347092,-12.25891182,-14.4934334,-27.90056285,-36.83864916,-45.77673546,-54.71482176,-63.65290807,-72.59099437,-81.52908068,-90.46716698,-97.25159475,-104.0360225,-110.8204503,-117.604878,-124.3893058,-131.1737336,-137.9581614,-144.7425891,-151.5270169,-158.3114447,-165.0958724,-171.8803002,-178.664728,-185.4491557,-192.2335835,-199.0180113,-205.802439,-212.5868668,-219.3712946,-226.1557223,-232.9401501,-239.7245779,-246.5090056,-253.2934334,-260.0778612,-266.8622889,-273.6467167,-280.4311445,-287.2155722,-294,-300.7844278,-307.5688555,-314.3532833,-321.1377111,-327.9221388,-334.7065666,-341.4909944,-348.2754221
6170,117.5686679,21.28705441,5.619136961,-5.572232645,-12.28705441,-14.52532833,-27.95497186,-36.90806754,-45.86116323,-54.81425891,-63.7673546,-72.72045028,-81.67354597,-90.62664165,-97.42242026,-104.2181989,-111.0139775,-117.8097561,-124.6055347,-131.4013133,-138.1970919,-144.9928705,-151.7886492,-158.5844278,-165.3802064,-172.175985,-178.9717636,-185.7675422,-192.5633208,-199.3590994,-206.154878,-212.9506567,-219.7464353,-226.5422139,-233.3379925,-240.1337711,-246.9295497,-253.7253283,-260.5211069,-267.3168856,-274.1126642,-280.9084428,-287.7042214,-294.5,-301.2957786,-308.0915572,-314.8873358,-321.6831144,-328.4788931,-335.2746717,-342.0704503,-348.8662289
6180,117.7606942,21.315197,5.621013133,-5.589118199,-12.315197,-14.55722326,-28.00938086,-36.97748593,-45.94559099,-54.91369606,-63.88180113,-72.84990619,-81.81801126,-90.78611632,-97.59324578,-104.4003752,-111.2075047,-118.0146341,-124.8217636,-131.6288931,-138.4360225,-145.243152,-152.0502814,-158.8574109,-165.6645403,-172.4716698,-179.2787992,-186.0859287,-192.8930582,-199.7001876,-206.5073171,-213.3144465,-220.121576,-226.9287054,-233.7358349,-240.5429644,-247.3500938,-254.1572233,-260.9643527,-267.7714822,-274.5786116,-281.3857411,-288.1928705,-295,-301.8071295,-308.6142589,-315.4213884,-322.2285178,-329.0356473,-335.8427767,-342.6499062,-349.4570356
6190,117.9527205,21.34333959,5.622889306,-5.606003752,-12.34333959,-14.5891182,-28.06378987,-37.04690432,-46.03001876,-55.01313321,-63.99624765,-72.9793621,-81.96247655,-90.94559099,-97.76407129,-104.5825516,-111.4010319,-118.2195122,-125.0379925,-131.8564728,-138.6749531,-145.4934334,-152.3119137,-159.130394,-165.9488743,-172.7673546,-179.5858349,-186.4043152,-193.2227955,-200.0412758,-206.8597561,-213.6782364,-220.4967167,-227.315197,-234.1336773,-240.9521576,-247.7706379,-254.5891182,-261.4075985,-268.2260788,-275.0445591,-281.8630394,-288.6815197,-295.5,-302.3184803,-309.1369606,-315.9554409,-322.7739212,-329.5924015,-336.4108818,-343.2293621,-350.0478424
6200,118.1447467,21.37148218,5.624765478,-5.622889306,-12.37148218,-14.62101313,-28.11819887,-37.1163227,-46.11444653,-55.11257036,-64.11069418,-73.10881801,-82.10694184,-91.10506567,-97.93489681,-104.764728,-111.5945591,-118.4243902,-125.2542214,-132.0840525,-138.9138837,-145.7437148,-152.573546,-159.4033771,-166.2332083,-173.0630394,-179.8928705,-186.7227017,-193.5525328,-200.382364,-207.2121951,-214.0420263,-220.8718574,-227.7016886,-234.5315197,-241.3613508,-248.191182,-255.0210131,-261.8508443,-268.6806754,-275.5105066,-282.3403377,-289.1701689,-296,-302.8298311,-309.6596623,-316.4894934,-323.3193246,-330.1491557,-336.9789869,-343.808818,-350.6386492
6210,118.336773,21.39962477,5.626641651,-5.639774859,-12.39962477,-14.65290807,-28.17260788,-37.18574109,-46.1988743,-55.2120075,-64.22514071,-73.23827392,-82.25140713,-91.26454034,-98.10572233,-104.9469043,-111.7880863,-118.6292683,-125.4704503,-132.3116323,-139.1528143,-145.9939962,-152.8351782,-159.6763602,-166.5175422,-173.3587242,-180.1999062,-187.0410882,-193.8822702,-200.7234522,-207.5646341,-214.4058161,-221.2469981,-228.0881801,-234.9293621,-241.7705441,-248.6117261,-255.4529081,-262.2940901,-269.135272,-275.976454,-282.817636,-289.658818,-296.5,-303.341182,-310.182364,-317.023546,-323.864728,-330.7059099,-337.5470919,-344.3882739,-351.2294559
6220,118.5287992,21.42776735,5.628517824,-5.656660413,-12.42776735,-14.684803,-28.22701689,-37.25515947,-46.28330206,-55.31144465,-64.33958724,-73.36772983,-82.39587242,-91.42401501,-98.27654784,-105.1290807,-111.9816135,-118.8341463,-125.6866792,-132.539212,-139.3917448,-146.2442777,-153.0968105,-159.9493433,-166.8018762,-173.654409,-180.5069418,-187.3594747,-194.2120075,-201.0645403,-207.9170732,-214.769606,-221.6221388,-228.4746717,-235.3272045,-242.1797373,-249.0322702,-255.884803,-262.7373358,-269.5898687,-276.4424015,-283.2949343,-290.1474672,-297,-303.8525328,-310.7050657,-317.5575985,-324.4101313,-331.2626642,-338.115197,-344.9677298,-351.8202627
6230,118.7208255,21.45590994,5.630393996,-5.673545966,-12.45590994,-14.71669794,-28.28142589,-37.32457786,-46.36772983,-55.4108818,-64.45403377,-73.49718574,-82.54033771,-91.58348968,-98.44737336,-105.311257,-112.1751407,-119.0390244,-125.9029081,-132.7667917,-139.6306754,-146.4945591,-153.3584428,-160.2223265,-167.0862101,-173.9500938,-180.8139775,-187.6778612,-194.5417448,-201.4056285,-208.2695122,-215.1333959,-221.9972795,-228.8611632,-235.7250469,-242.5889306,-249.4528143,-256.3166979,-263.1805816,-270.0444653,-276.908349,-283.7722326,-290.6361163,-297.5,-304.3638837,-311.2277674,-318.091651,-324.9555347,-331.8194184,-338.6833021,-345.5471857,-352.4110694
6240,118.9128518,21.48405253,5.632270169,-5.69043152,-12.48405253,-14.74859287,-28.3358349,-37.39399625,-46.4521576,-55.51031895,-64.5684803,-73.62664165,-82.684803,-91.74296435,-98.61819887,-105.4934334,-112.3686679,-119.2439024,-126.119137,-132.9943715,-139.869606,-146.7448405,-153.620075,-160.4953096,-167.3705441,-174.2457786,-181.1210131,-187.9962477,-194.8714822,-201.7467167,-208.6219512,-215.4971857,-222.3724203,-229.2476548,-236.1228893,-242.9981238,-249.8733583,-256.7485929,-263.6238274,-270.4990619,-277.3742964,-284.249531,-291.1247655,-298,-304.8752345,-311.750469,-318.6257036,-325.5009381,-332.3761726,-339.2514071,-346.1266417,-353.0018762
6250,119.104878,21.51219512,5.634146341,-5.707317073,-12.51219512,-14.7804878,-28.3902439,-37.46341463,-46.53658537,-55.6097561,-64.68292683,-73.75609756,-82.82926829,-91.90243902,-98.78902439,-105.6756098,-112.5621951,-119.4487805,-126.3353659,-133.2219512,-140.1085366,-146.995122,-153.8817073,-160.7682927,-167.654878,-174.5414634,-181.4280488,-188.3146341,-195.2012195,-202.0878049,-208.9743902,-215.8609756,-222.747561,-229.6341463,-236.5207317,-243.4073171,-250.2939024,-257.1804878,-264.0670732,-270.9536585,-277.8402439,-284.7268293,-291.6134146,-298.5,-305.3865854,-312.2731707,-319.1597561,-326.0463415,-332.9329268,-339.8195122,-346.7060976,-353.5926829
6260,119.2969043,21.54033771,5.636022514,-5.724202627,-12.54033771,-14.81238274,-28.44465291,-37.53283302,-46.62101313,-55.70919325,-64.79737336,-73.88555347,-82.97373358,-92.0619137,-98.95984991,-105.8577861,-112.7557223,-119.6536585,-126.5515947,-133.449531,-140.3474672,-147.2454034,-154.1433396,-161.0412758,-167.939212,-174.8371482,-181.7350844,-188.6330206,-195.5309568,-202.4288931,-209.3268293,-216.2247655,-223.1227017,-230.0206379,-236.9185741,-243.8165103,-250.7144465,-257.6123827,-264.5103189,-271.4082552,-278.3061914,-285.2041276,-292.1020638,-299,-305.8979362,-312.7958724,-319.6938086,-326.5917448,-333.4896811,-340.3876173,-347.2855535,-354.1834897
